lemma,part_of_speech,hyponyms
individual,noun,abator;abjurer;abomination;abstainer;achiever;acquaintance;acquirer;active;actor;adjudicator;admirer;adoptee;adult;adventurer;adversary;advisee;advocate;affiant;african;agnostic;amateur;amerindian;ancient;anomaly;anti-american;anti;applicant;appointee;appreciator;apprehender;aquarius;archaist;aries;arrogator;assessee;asthmatic;authority;autodidact;baby boomer;baby buster;bad guy;bad person;baldhead;balker;bather;beard;bedfellow;bereaved;best;birth;biter;black;blogger;blond;bluecoat;bodybuilder;bomber;brunet;bullfighter;buster;cancer;candidate;capitalist;capricorn;captor;case;cashier;celebrant;censor;chameleon;changer;charmer;child;chutzpanik;closer;clumsy person;collector;color-blind person;combatant;commoner;communicator;complexifier;compulsive;computer user;contemplative;contestant;convert;copycat;counter;counterterrorist;coward;crawler;creator;creature;creditor;cripple;dancer;dead person;deaf person;debaser;debtor;defecator;delayer;deliverer;demander;dieter;differentiator;disentangler;disputant;dissenter;divider;domestic partner;double;dresser;dribbler;drug user;dyslectic;ectomorph;effecter;elizabethan;emotional person;endomorph;engineer;enjoyer;enrollee;entertainer;ethnic;experimenter;expert;explorer;extrovert;face;faddist;faller;fastener;female;fiduciary;first-rater;follower;free agent;friend;fugitive;gainer;gainer;gambler;gatekeeper;gatherer;gemini;gentile;good guy;good person;granter;greeter;grinner;groaner;grunter;guesser;handicapped person;hater;heterosexual;homosexual;homunculus;hope;hoper;huddler;hugger;immune;individualist;inhabitant;innocent;insured;intellectual;interpreter;introvert;jat;jew;jewel;jumper;junior;juvenile;killer;kink;kneeler;knocker;knower;large person;latin;laugher;leader;learner;left-hander;leo;libra;life;lightning rod;linguist;literate;liver;longer;loose cannon;loved one;lover;machine;mailer;malcontent;male;man;man jack;manipulator;married;masturbator;measurer;mesomorph;mestizo;middlebrow;miracle man;misogamist;mixed-blood;modern;money handler;monolingual;mother hen;mouse;mutilator;namer;namesake;national;native;native;neglecter;neighbor;neutral;nondescript;nonmember;nonparticipant;nonpartisan;nonperson;nonreligious person;nonresident;nonsmoker;nonworker;nude;nurser;occultist;optimist;orphan;ostrich;ouster;outcaste;outdoorsman;owner;pamperer;pansexual;pardoner;partner;party;passer;peer;perceiver;percher;person of color;personage;personification;perspirer;philosopher;picker;pisces;pisser;planner;player;posturer;powderer;precursor;preserver;primitive;propositus;public relations person;pursuer;pussycat;quarter;quitter;radical;realist;rectifier;redhead;registrant;relative;reliever;religious person;repeater;rescuer;rester;restrainer;revenant;rich person;right-hander;riser;romper;roundhead;ruler;rusher;sagittarius;scientist;scorpio;scratcher;second-rater;seeder;seeker;segregate;self;sensualist;sentimentalist;sex object;sex symbol;shaker;showman;signer;simpleton;six-footer;skidder;slav;slave;slave;sleepyhead;sloucher;small person;smasher;smiler;sneezer;sniffer;sniffler;snuffer;snuffler;socializer;sort;sounding board;sphinx;spitter;sport;sprawler;spurner;squinter;stifler;stigmatic;stooper;stranger;struggler;subject;supernumerary;surrenderer;survivalist;survivor;suspect;tagger;tagger;tapper;taurus;tempter;termer;terror;testator;thin person;third-rater;thrower;tiger;totemist;toucher;transfer;transsexual;transvestite;traveler;trier;turner;tyrant;undoer;unfortunate;unskilled person;unwelcome person;user;vanisher;victim;victorian;virgo;visionary;visually impaired person;waiter;waker;walk-in;wanter;ward;warrior;watcher;weakling;weasel;white;wiggler;winker;withholder;witness;worker;worldling;yawner|head
individualist,noun,dropout;loner;mugwump;night owl;nudist;withdrawer
indo-aryan,noun,dard;nepali;prakrit;prakrit;sanskrit;sindhi
indo-european,noun,albanian;anatolian;armenian;balto-slavic;celtic;germanic;greek;illyrian;indo-iranian;italic;proto-indo european;thraco-phrygian;tocharian
indonesian,noun,javanese;papuan;sumatran|balinese;javanese;sundanese
induced,verb,bring;compel;decide;encourage;lead;let;persuade;prompt;solicit;suborn
indurate,verb,anneal;callus;face-harden|calcify;callus;cure;encrust|callous;steel oneself against
inebriated,verb,befuddle
inessential,noun,adjunct
infected,verb,canker|smut;superinfect
infinite,noun,absolute space;mathematical space;outer space;phase space
inflamed,verb,rekindle|ferment
inflated,verb,puff up|billow;reflate|reflate|reflate
inflected,verb,compare;conjugate;decline;pluralize
informed,verb,acquaint;advise;announce;denounce;disabuse;explain;familiarize;fill in;indicate;indicate;indicate;inform;inoculate;instruct;introduce;misinform;nark;narrate;prompt;regret;remonstrate;report;report;report;teach;tell;tell;testify;undeceive;understate;update;volunteer;warn;warn;wise up|tell
ingratiating,verb,cozy up
inhabited,verb,board;camp;cohabit;lodge;neighbor;nest;occupy;overpopulate;people;reside;tenant|infest;invade
inhibited,verb,burke;choke off;hush;silence;smother;squelch;stifle;wink|choke;quench;restrain
initiative,noun,curtain raiser;first base;peace initiative
injured,verb,bruise;calk;concuss;disable;fracture;graze;harm;knife;maim;pull;run down;shoot;skin;subluxate;torture;trample;traumatize;twist|diss;humiliate;lacerate;sting
inlaid,verb,damascene;hatch
innocent,noun,boy scout;lamb;naif;virgin
inquiring,noun,challenge;interrogation;question
inquiring,verb,consult;pry|request|spy
inscribed,verb,character|enlist;matriculate;register;unionize
inside,noun,midland;midst;penetralia|belly
inspired,verb,encourage|cheerlead|aspirate;huff;puff;sniff;snuff;snuffle
inspiring,verb,encourage|cheerlead|aspirate;huff;puff;sniff;snuff;snuffle
instant,noun,climax;eleventh hour;moment of truth;moment of truth;pinpoint;psychological moment;time
instinct,noun,id
institutionalised,verb,hospitalize
institutionalized,verb,hospitalize
insured,verb,card;cinch;control;cover;cross-check;double-check;proofread;spot-check|doom;make|indemnify;reinsure|coinsure;reinsure;reinsure
insurgent,noun,mutineer;young turk|maquis;urban guerrilla
intangible,noun,good will
integral,noun,definite integral;indefinite integral
integrated,verb,build in;fold;re-incorporate;reintegrate|lysogenize;unify
intellectual,noun,alchemist;anomalist;aphorist;bel esprit;clever dick;decoder;egghead;exponent;expositor;genius;highbrow;mentor;scholar;skeptic;specifier;subjectivist;synthesist;theorist;thinker;thinker;visionary;wonderer
intended,verb,aim;design;plan|calculate;design;mean;slate|aim;drive;signify;spell;typify|denote
intensified,verb,redouble|amplify;enhance;fan;heat up;sharpen;sharpen|accelerate;build;condense;erupt;redouble;sharpen
intensifying,verb,redouble|amplify;enhance;fan;heat up;sharpen;sharpen|accelerate;build;condense;erupt;redouble;sharpen
intent,noun,cross-purpose;final cause;mind;sake;view;will
interbred,verb,backcross
interconnected,verb,intercommunicate
interested,verb,absorb;fascinate|intrigue
interesting,verb,absorb;fascinate|intrigue
interfering,verb,interlope;meddle
interim,noun,interregnum
interior,noun,midland;midst;penetralia|belly
interlaced,verb,pleach;ravel;splice;wattle;wreathe
interlacing,verb,pleach;ravel;splice;wattle;wreathe
interlinking,verb,intercommunicate
interpreted,verb,allegorize;educe;literalize;misconstrue;mythicize;read;read;read between the lines;reinterpret;spiritualize;take|commentate;commentate;deconstruct;gloss;misinterpret;moralize;reinterpret|sing|animalize;capture;draw;graph;map;model;paint;picture;portray;portray;profile;sensualize;silhouette;stylize|gloss;latinize;mistranslate;retranslate
interrelated,verb,predicate;tie in;tutor
interrogative,noun,cross-question;leading question;yes-no question
interrogatory,noun,catechism;cross-examination;debriefing;deposition;direct examination;inquisition;interview;redirect examination;third degree
interrupted,verb,break;burst in on;chime in;cut;heckle;interject;jam;pause;punctuate;put away;stop;take off|cut in;cut short|cut short;freeze;hold on
intersecting,verb,cross
intervening,verb,interlope;meddle
interwoven,verb,braid;inweave;plait;raddle;shoot;tinsel
intimate,noun,confidante;repository
intimate,verb,make out
intimidated,verb,hold over;strong-arm|daunt
intimidating,verb,hold over;strong-arm|daunt
intoned,verb,singsong
intoxicant,noun,aperitif;brew;hard cider;home brew;hooch;kava;koumiss;liqueur;liquor;mixed drink;neutral spirits;nipa;perry;proof spirit;pulque;rotgut;sake;slug;wine
intoxicated,verb,beatify;exhilarate;puff|befuddle
intoxicating,verb,beatify;exhilarate;puff|befuddle
intriguing,verb,grab
introverted,verb,intussuscept
intruding,verb,barge in;bother;break in;move in on|break in
inured,verb,callous;steel oneself against
invading,verb,infest|foray into
invalid,verb,hock
invalidated,verb,break;stet
invalidating,verb,break;stet
invariable,noun,parameter
inverse,noun,additive inverse;multiplicative inverse
invertebrate,noun,arthropod;brachiopod;bryozoan;coelenterate;ctenophore;echinoderm;ectoproct;entoproct;mollusk;peanut worm;phoronid;rotifer;sponge;symbion pandora;woodborer;worm;zoophyte
invigorated,verb,encourage|jazz up;spirit
invigorating,verb,encourage|jazz up;spirit
inviting,verb,challenge;tempt|call in|absorb;assume;induct;see;welcome
involved,verb,implicate|embroil;entangle|carry|claim;compel;cost;cry out for;draw;govern
iraki,noun,hajji
iranian,noun,farsi|avestan;balochi;dari;gathic;kurdish;ossete;pahlavi;pashto;persian;scythian;tajiki
iraqi,noun,hajji
irish,noun,poteen|middle irish;old irish
iron,noun,alpha iron;beta iron;cast iron;delta iron;galvanized iron;gamma iron;ingot iron;pig iron;scrap iron;structural iron;wrought iron|driving iron;long iron;mashie;mashie niblick;midiron;niblick;putter;short iron;wedge|flatiron;goffer;steam iron;travel iron
iron,verb,mangle
ironed,verb,mangle
irrational,noun,algebraic number;transcendental number
irregular,noun,maquis;urban guerrilla
irritated,verb,antagonize;eat into;fret;get;harass;peeve;ruffle|chafe;rub|pinch
irritating,verb,antagonize;eat into;fret;get;harass;peeve;ruffle|chafe;rub|pinch
isolated,verb,cloister;ghettoize;maroon;quarantine;seclude;segregate|preisolate
isolating,verb,cloister;ghettoize;maroon;quarantine;seclude;segregate|preisolate
isometric,noun,contour
israeli,noun,sabra
italian,noun,etruscan;florentine;genoese;milanese;neapolitan;neopolitan;oscan;roman;sabine;samnite;sardinian;sicilian;tuscan;venetian;wop|old italian;sardinian;tuscan
italic,noun,latin;osco-umbrian
itinerant,noun,swagman;tinker
jade,verb,poop out;retire|exhaust;overtire
jaded,verb,poop out;retire|exhaust;overtire
jagged,verb,serrate
jammed,verb,barrage jam;blanket jam;point jam;spot jam|barricade;barricade;barricade;blockade;clog;dam;land up;screen;suffocate;tie up
japanese,noun,geisha;jap;ryukyuan;shogun|ryukyuan
jawed,verb,shmooze|champ;chaw;chomp;crunch;gnaw;mumble|chastise;tell off
jerking,verb,fibrillate
jerky,noun,beef jerky;biltong
jesting,verb,gag;horse around;pun|clown
jet,noun,fanjet;jetliner;jumbojet;twinjet|spray;spritz
jinxed,verb,spell;voodoo
joined,verb,affiliate;band oneself;infiltrate;rejoin;sign up;unionize;unite|anastomose;ankylose;assemble;bridge;close;close up;cog;connect;connect;fair;ligate;match;match;miter;mortice;ply;rabbet;rebate;scarf;seam;sovietize|anastomose;attach;copulate;cross-link;feather;graft;knit;patch;quilt;solder;splice;splice;weld;yoke|articulate;complect;syndicate
joint,noun,elbow;fetlock;hock;stifle;suture;synovial joint|juke|esophagogastric junction|beef roast;blade roast;lamb roast;pork roast;pot roast;rib roast;rump roast;top round;veal roast|ball-and-socket joint;butt joint;hinge;knuckle joint;lap joint;miter joint;mortise joint;rabbet joint;scarf joint;seam;toggle joint;weld
joking,verb,gag;horse around;pun|clown
jugular,noun,anterior jugular vein;external jugular vein;internal jugular vein
jumbled,verb,addle|tumble
justified,verb,excuse;legitimate|color;extenuate;plead|excuse;wash one's hands
jutting,verb,bulge;cantilever;overhang;spear;thrust
juvenile,noun,adolescent;child;ingenue;preteen;young person
k,noun,millenary
kampuchean,noun,khmer
kept,verb,conserve;continue;distance;hold over;housekeep;preserve;pressurize|hold;ride;run on|carry over;deny;harbor;retain;save;store;store;withhold|blank;defend;exclude;hold;impede;keep away;rain out|make good|conserve|carry;patronage;reseed|commemorate;mourn;solemnize|confine;control;hold;inhibit|herd|can;conserve;corn;cure;dehydrate;freeze-dry;pickle;refrigerate;salt
key,noun,ignition key;latchkey;passkey|major key;minor key;tonic key|key word|watch key|quoin|backspace key;control key;return key;shift key;space bar;tab key;telegraph key
killing,noun,death;deathblow;decapitation;dispatch;electrocution;euthanasia;fell;genocide;homicide;poisoning;sacrifice;slaughter;suffocation;suicide
killing,verb,assassinate;brain;butcher;commit suicide;decapitate;decimate;destroy;dismember;dispatch;draw;drown;electrocute;eliminate;erase;execute;exterminate;impale;lynch;martyr;massacre;murder;neutralize;overlie;poison;poison;put away;saber;sacrifice;shed blood;shoot;smother;stone;strangle;take off;tomahawk;zap|strike down|electrocute
kin,noun,affine|family;folks;genealogy;mishpocha;totem;tribes of israel
kind,noun,antitype;art form;brand;color;description;flavor;genre;genus;like;like;manner;model;species;stripe;style;type
kindled,verb,rekindle|anger;draw;excite;hurt;infatuate;inflame;interest;invite;overwhelm;prick;rekindle;shame;stimulate;strike a chord;upset
kindred,noun,family;folks;genealogy;mishpocha;totem;tribes of israel
knitted,verb,purl;rib|loop;purl stitch
knockout,noun,technical knockout
knotted,verb,macrame
knowing,noun,awareness;cognizance;incognizance;know;prevision;understanding
knowing,verb,keep track;recognize|know the score;master;master|anticipate|relive;taste|have down|fornicate;take
known,verb,keep track;recognize|know the score;master;master|anticipate|relive;taste|have down|fornicate;take
korean,noun,north korean;south korean
labeled,verb,address;call;name;stigmatize|badge;brand;calibrate;code;point;point;point|acquit;convict;disqualify;intonate;qualify;rule;tout
labelled,verb,address;call;name;stigmatize|badge;brand;calibrate;code;point;point;point|acquit;convict;disqualify;intonate;qualify;rule;tout
labial,noun,bilabial;labial stop
labored,verb,strive
laboring,verb,strive
laboured,verb,strive
labouring,verb,strive
laced,verb,pleach;ravel;splice;wattle;wreathe|relace
lacking,verb,exclude;want
laden,verb,slop|bomb up;overload;pack;reload;stack|slop|bomb up;overload;pack;reload;stack
ladened,verb,slop|bomb up;overload;pack;reload;stack
laggard,noun,loiterer;plodder;putterer;straggler
laid,verb,appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|blow;bury;lay;rail;rebury|spawn
lame,verb,hamstring
lamellibranch,noun,ark shell;blood clam;clam;cockle;mussel;oyster;piddock;scallop
landed,verb,alight;beach;belly-land;crash land;disembark;force-land;port;touch down;undershoot|ground;strand
lapsed,verb,fly
lashing,noun,horsewhipping;self-flagellation
lashing,verb,birch;cat;cowhide;flagellate;horsewhip;leather;switch|urticate|frap
last,noun,endgame;endgame;homestretch;passing
last,verb,drag on;run;wear|live out;perennate;stand up
lasting,verb,drag on;run;wear|live out;perennate;stand up
latin,noun,classical latin;late latin;low latin;neo-latin;old latin;romance
latino,noun,spic;transmigrante|latino sine flexione
latvian,noun,livonian
laughing,verb,bellylaugh;bray;break up;cachinnate;cackle;chuckle;convulse;giggle;guffaw;roar;snicker
laureate,noun,nobelist;poet laureate
lavender,noun,english lavender;french lavender;spike lavender
laxative,noun,phenolphthalein
lay,noun,minstrelsy|edda
lay,verb,appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|blow;bury;lay;rail;rebury|spawn|back;cap;dominate;flank;front;head;intervene;lap;line;localize;look out on;mediate;nestle;orient;precede;ride;slant;top;underlie|bask;lie awake;overlie;recumb;repose;sprawl;sun|fib;perjure;romance|charge;prostrate;stretch
leaded,verb,beacon;hand;mislead;usher|lead|entail;necessitate|draw away|give|come;go far;radiate|captain;chair;spearhead;take hold|lead
leading,noun,helm;lead;trend setting
leading,verb,beacon;hand;mislead;usher|lead|entail;necessitate|draw away|give|come;go far;radiate|captain;chair;spearhead;take hold|lead
lean,verb,lean back;list;slope;weather|gravitate;suffer;take kindly to
leaning,verb,lean back;list;slope;weather|gravitate;suffer;take kindly to
learned,verb,absorb;catch up;relearn;study|ascertain;discover;get the goods;trip up;wise up|understudy|audit;drill;train|catechize;coach;condition;drill;enlighten;ground;indoctrinate;induct;lecture;mentor;reinforce;spoonfeed;train;tutor;unteach;unteach|test
leased,verb,sublet
leaved,verb,come away;decamp;depart;depart;desert;go out;go out;hightail;pop off;pull out;ride off;run off;rush off;scat;scram;slip away;tarry;vacate;walk off;walk out|abandon;jilt|let|eject;fall out;file out;get off;go;hop out;log out;pop out;step out;undock|lead|drop out;leave office|devise;fee-tail;pass on;remember|widow|convey
leeward,noun,to leeward
left,noun,stage left
left,verb,come away;decamp;depart;depart;desert;go out;go out;hightail;pop off;pull out;ride off;run off;rush off;scat;scram;slip away;tarry;vacate;walk off;walk out|abandon;jilt|let|eject;fall out;file out;get off;go;hop out;log out;pop out;step out;undock|lead|drop out;leave office|devise;fee-tail;pass on;remember|widow|convey
leftist,noun,pinko
legion,noun,roman legion;sabaoth|foreign legion
legitimate,verb,monetize
lengthened,verb,elongate;prolong
lesbian,noun,butch
lessened,verb,abate;boil down;break;break;de-escalate;decelerate;decline;decrescendo;deflate;depreciate;drop off;dwindle;ease up;remit;shorten;shrink;shrink;shrivel;taper;thin out;vanish;wane;wane;weaken|abridge;cut;de-escalate;diminish;limit;minimize;mitigate;pare;reduce;reduce;shrink;slack;slake;suppress;turn down
level,noun,amplitude level;depth;extreme;grind;high;highness;immoderation;intensity;low;lowness;moderation;quality;sun protection factor|a level;biosafety level;college level;general certificate of secondary education|acme;climax;extent;ladder;plane;quickening;resultant;standard of living;state of the art;ultimacy|mason's level|floor;paved surface;platform|basement;ground floor;loft;loft;mezzanine
level,verb,bulldoze|grade;strickle;strickle
liberal,noun,armchair liberal;latitudinarian;neoliberal;pluralist;whig
liberated,verb,bail;bail out;parole;run;unchain;unspell|affranchise;decolonize;manumit
libertine,noun,adulterer;gigolo;rake;seducer;swinger;violator;womanizer
licenced,verb,accredit;charter;franchise
licensed,verb,accredit;charter;franchise
licked,verb,tongue|answer;answer;break;guess;riddle;strike
